flow_datapoint_id,flow_form_id,flow_question_id,flow_value,mis_value
971790967,1520924,1530921,Northern|Bua|Nadi,5
1007660921,1520924,1530921,Northern|Bua|Nadi,5
1069140921,1520924,1530921,Northern|Bua|Wainunu,14
1051150921,1520924,1530921,Northern|Cakaudrove|Wailevu,21
1086070924,1520924,1530921,Northern|Bua|Wainunu,14
1091871054,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
1076931065,1520924,1530921,Northern|Bua|Lekutu,
1063151153,1520924,1530921,Northern|Bua|Lekutu,
1017781085,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
1065761149,1520924,1530921,Central|Tailevu|Namalata,
1084540996,1520924,1530921,Western|Ra|Bureivanua,
1081331178,1520924,1530921,Central|Tailevu|Verata,89
1084511140,1520924,1530921,Northern|Bua|Bua,
1106090978,1520924,1530921,Central|Naitasiri|Naboubuco,
1098910985,1520924,1530921,Northern|Bua|Lekutu,
1095200985,1520924,1530921,Western|Ba|Magodro,4
1059670922,1520924,1530921,Western|Navosa|Naqalimare,
1103141169,1520924,1530921,Western|Ba|Savatu,
1084511020,1520924,1530921,Northern|Macuata|Macuata,
1069211092,1520924,1530921,Northern|Macuata|Macuata,
1069231163,1520924,1530921,Central|Tailevu|Namalata,
1109880921,1520924,1530921,Central|Naitasiri|Naboubuco,
1077720963,1520924,1530921,Central|Naitasiri|Naboubuco,
1110010924,1520924,1530921,Central|Naitasiri|Naboubuco,
1106101108,1520924,1530921,Western|Ra|Nailuva,
1077790921,1520924,1530921,Western|Ra|Nalaba,
1059531019,1520924,1530921,Western|Ra|Tokaimalo,
1106130925,1520924,1530921,Western|Ra|Tokaimalo,
1111861030,1520924,1530921,Northern|Bua|Bua,
1086920977,1520924,1530921,Northern|Macuata|Dreketi,
1110270969,1520924,1530921,Northern|Cakaudrove|Navatu,
1089141016,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
1102721005,1520924,1530921,Northern|Bua|Bua,
1089160997,1520924,1530921,Northern|Macuata|Namuka,
1098900985,1520924,1530921,Northern|Macuata|Dogotuki,
1111960989,1520924,1530921,Western|Navosa|Navatusila,
1110460974,1520924,1530921,Western|Navosa|Bemana,
1095150987,1520924,1530921,Western|Nadroga|Koroinasau,47
1095200987,1520924,1530921,Western|Nadroga|Korolevuiwai,47
1089511015,1520924,1530921,Central|Naitasiri|Nadaravakawalu,
1089481202,1520924,1530921,Central|Naitasiri|Naitasiri,
1113881010,1520924,1530921,Western|Ra|Nakorotubu,75
1090560968,1520924,1530921,Western|Ra|Tokaimalo,
1099221020,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1104851194,1520924,1530921,Central|Naitasiri|Noimalu,
1095321136,1520924,1530921,Western|Ba|Qaliyalatina,
1155011098,1520924,1530921,Northern|Bua|Wainunu,14
1192060988,1520924,1530921,Central|Naitasiri|Muaira,
1146190951,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1146230958,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1118821031,1520924,1530921,Central|Namosi|Veivatuloa,72
1151700921,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1151740922,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1166090929,1520924,1530921,Central|Naitasiri|Nawaidi,
1171970927,1520924,1530921,Central|Naitasiri|Waima,69
1158350928,1520924,1530921,Central|Naitasiri|Nawaidi,
1166090933,1520924,1530921,Central|Naitasiri|Naitasiri,
1166130982,1520924,1530921,Western|Nadroga|Malomalo,60
1145581081,1520924,1530921,Western|Navosa|Bemana,
1160460975,1520924,1530921,Western|Navosa|Waicoba,
1160571034,1520924,1530921,Northern|Bua|Navalasiga,
1169361040,1520924,1530921,Northern|Macuata|Macuata,
1169371048,1520924,1530921,Northern|Cakaudrove|Saqani,18
1180051055,1520924,1530921,Northern|Macuata|Sasa,55
1156771000,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1164461057,1520924,1530921,Northern|Macuata|Dreketi,
1152961066,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1172451030,1520924,1530921,Northern|Macuata|Dreketi,
1166381079,1520924,1530921,Northern|Bua|Nadi,5
1160571155,1520924,1530921,Northern|Cakaudrove|Wailevu,21
1160571156,1520924,1530921,Northern|Macuata|Namuka,
1156771046,1520924,1530921,Northern|Macuata|Dogotuki,
1164481085,1520924,1530921,Northern|Macuata|Dogotuki,
1166440977,1520924,1530921,Northern|Cakaudrove|Naweni,
1149321053,1520924,1530921,Northern|Bua|Navalasiga,
1173331023,1520924,1530921,Central|Tailevu|Nasautoka,
1157261049,1520924,1530921,Central|Tailevu|Wailevu,21
1181030992,1520924,1530921,Central|Tailevu|Vugalei,
1154590921,1520924,1530921,Central|Naitasiri|Matailobau,68
1145480922,1520924,1530921,Central|Naitasiri|Matailobau,68
1162450924,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1154610924,1520924,1530921,Central|Naitasiri|Muaira,
1145490930,1520924,1530921,Western|Navosa|Noikoro,47
1169980931,1520924,1530921,Western|Nadroga|Tuva,
1145460963,1520924,1530921,Western|Ba|Vaturu,
1177831083,1520924,1530921,Western|Ba|Nalotawa,
1177831084,1520924,1530921,Western|Nadroga|Korolevuiwai,47
1152700978,1520924,1530921,Western|Nadroga|Nokonoko,40
1175900980,1520924,1530921,Western|Navosa|Naqalimare,
1117190990,1520924,1530921,Western|Nadroga|Koroinasau,47
1162940963,1520924,1530921,Northern|Bua|Dama,
1169390925,1520924,1530921,Northern|Bua|Lekutu,
1160571036,1520924,1530921,Northern|Bua|Dama,
1178271037,1520924,1530921,Northern|Bua|Lekutu,
1164480992,1520924,1530921,Northern|Cakaudrove|Saqani,18
1178280984,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1181961060,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1158791058,1520924,1530921,Northern|Bua|Wainunu,14
1172411086,1520924,1530921,Northern|Macuata|Namuka,
1149251142,1520924,1530921,Northern|Macuata|Sasa,55
1169510988,1520924,1530921,Northern|Cakaudrove|Savusavu,16
1163000977,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
1176151045,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
1176151047,1520924,1530921,Northern|Cakaudrove|Natewa,
1157090962,1520924,1530921,Central|Serua|Serua,83
1179200959,1520924,1530921,Central|Tailevu|Nayavu,
1170421039,1520924,1530921,Central|Tailevu|Dawasamu,
1185010974,1520924,1530921,Central|Tailevu|Vugalei,
1119220967,1520924,1530921,Western|Navosa|Conua,
1172411009,1520924,1530921,Northern|Bua|Lekutu,
1180061049,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1176091068,1520924,1530921,Northern|Cakaudrove|Natewa,
1169390932,1520924,1530921,Northern|Cakaudrove|Navatu,
1169311054,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1149291037,1520924,1530921,Northern|Bua|Nadi,5
1180091069,1520924,1530921,Northern|Bua|Kubulau,
1158761125,1520924,1530921,Northern|Macuata|Namuka,
1181971129,1520924,1530921,Northern|Macuata|Nadogo,
1182091068,1520924,1530921,Northern|Cakaudrove|Navatu,
1117321062,1520924,1530921,Northern|Bua|Bua,
1182540995,1520924,1530921,Central|Serua|Serua,83
1149751067,1520924,1530921,Central|Tailevu|Dawasamu,
1182851045,1520924,1530921,Central|Tailevu|Dawasamu,
1182841035,1520924,1530921,Central|Tailevu|Dawasamu,
1180961032,1520924,1530921,Central|Tailevu|Verata,89
1159481032,1520924,1530921,Central|Tailevu|Namalata,
1170440974,1520924,1530921,Central|Tailevu|Vugalei,
1167630989,1520924,1530921,Central|Tailevu|Naloto,
1117731029,1520924,1530921,Central|Naitasiri|Viria,
1200081055,1520924,1530921,Central|Naitasiri|Muaira,
1194190921,1520924,1530921,Central|Naitasiri|Navuakece,
1190270964,1520924,1530921,Central|Naitasiri|Muaira,
950923,2490944,4440929,Central|Tailevu|Namalata,
17010934,2490944,4440929,Central|Tailevu|Verata,89
18650920,2490944,4440929,Central|Namosi|Veivatuloa,72
43000920,2490944,4440929,Central|Naitasiri|Nawaidi,
36560920,2490944,4440929,Western|Nadroga|Wai,69
49370926,2490944,4440929,Western|Navosa|Conua,
35460920,2490944,4440929,Western|Nadroga|Wai,69
239840924,2490944,4440929,Central|Tailevu|Wailevu,21
266610924,2490944,4440929,Central|Tailevu|Verata,89
261200920,2490944,4440929,Central|Naitasiri|Navuakece,
275370924,2490944,4440929,Central|Naitasiri|Naitasiri,
273460923,2490944,4440929,Central|Serua|Serua,83
273500920,2490944,4440929,Western|Ba|Tavua,8
273500923,2490944,4440929,Western|Navosa|Namataku,
280000929,2490944,4440929,Central|Namosi|Namosi,
280010920,2490944,4440929,Central|Tailevu|Vugalei,
284150920,2490944,4440929,Western|Ra|Nakuailava,
294150923,2490944,4440929,Northern|Cakaudrove|Koroalau,47
286210920,2490944,4440929,Northern|Macuata|Wailevu,21
282250925,2490944,4440929,Northern|Bua|Lekutu,
296150928,2490944,4440929,Northern|Bua|Dama,
290220927,2490944,4440929,Northern|Bua|Nadi,5
288200930,2490944,4440929,Northern|Cakaudrove|Cakaudrove,
288190935,2490944,4440929,Northern|Cakaudrove|Wailevu,21
276770920,2490944,4440929,Western|Ba|Vuda,9
322700997,2490944,4440929,Western|Nadroga|Raviravi,
364410970,2490944,4440929,Central|Serua|Serua,83
362460974,2490944,4440929,Central|Serua|Serua,83
353180920,2490944,4440929,Central|Naitasiri|Nagonenicolo,
359550921,2490944,4440929,Central|Serua|Batiwai,
389900920,2490944,4440929,Central|Naitasiri|Matailobau,68
392240954,2490944,4440929,Eastern|Lomaiviti|Moturiki,
418950968,2490944,4440929,Central|Naitasiri|Nabaitavo,
430130969,2490944,4440929,Central|Naitasiri|Nabaitavo,
432140970,2490944,4440929,Central|Naitasiri|Rara,
487620980,2490944,4440929,Central|Tailevu|Vugalei,
495300982,2490944,4440929,Central|Tailevu|Vugalei,
540670957,2490944,4440929,Central|Tailevu|Vugalei,
563831120,2490944,4440929,Eastern|Lomaiviti|Moturiki,
592111086,2490944,4440929,Central|Namosi|Naqarawai,
596360928,2490944,4440929,Central|Tailevu|Dawasamu,
568251313,2490944,4440929,Central|Tailevu|Nayavu,
569491120,2490944,4440929,Central|Tailevu|Dawasamu,
597551208,2490944,4440929,Western|Nadroga|Nokonoko,40
593651102,2490944,4440929,Western|Ra|Nalawa,76
610591059,2490944,4440929,Central|Tailevu|Nayavu,
625871207,2490944,4440929,Western|Navosa|Navatusila,
620021101,2490944,4440929,Western|Ba|Magodro,4
678000969,2490944,4440929,Central|Naitasiri|Nagonenicolo,
688310997,2490944,4440929,Northern|Bua|Navalasiga,
693920992,2490944,4440929,Northern|Macuata|Labasa,54
694860921,2490944,4440929,Central|Namosi|Naqarawai,
661330921,2490944,4440929,Central|Namosi|Naqarawai,
685120999,2490944,4440929,Central|Namosi|Namosi,
706150995,2490944,4440929,Central|Tailevu|Nasautoka,
737950921,2490944,4440929,Central|Tailevu|Vugalei,
731470937,2490944,4440929,Western|Navosa|Mavua,
801830966,2490944,4440929,Central|Tailevu|Wailevu,21
804451067,2490944,4440929,Western|Navosa|Mavua,
806060969,2490944,4440929,Western|Nadroga|Malomalo,60
810840971,2490944,4440929,Central|Naitasiri|Nawaidi,
820620921,2490944,4440929,Northern|Macuata|Labasa,54
830061014,2490944,4440929,Northern|Bua|Lekutu,
803510922,2490944,4440929,Northern|Cakaudrove|Wailevu,21
868320922,2490944,4440929,Central|Tailevu|Nailega,
846980922,2490944,4440929,Central|Tailevu|Nayavu,
873200979,2490944,4440929,Central|Naitasiri|Nawaidi,
884390922,2490944,4440929,Central|Namosi|Namosi,
898520922,2490944,4440929,Central|Serua|Nuku,84
913710925,2490944,4440929,Central|Serua|Nuku,84
871541037,2490944,4440929,Central|Naitasiri|Muaira,
911210921,2490944,4440929,Central|Naitasiri|Viria,
924231037,2490944,4440929,Central|Namosi|Namosi,
925900923,2490944,4440929,Central|Naitasiri|Nagonenicolo,
871531125,2490944,4440929,Central|Naitasiri|Noimalu,
915750964,2490944,4440929,Eastern|Lau|Cicia,30
940611016,2490944,4440929,Western|Nadroga|Cuvu,58
964930996,2490944,4440929,Central|Tailevu|Taivugalei,
990431169,2490944,4440929,Eastern|Lau|Nayau,38
989021129,2490944,4440929,Eastern|Lau|Lakeba,32
990411189,2490944,4440929,Eastern|Lau|Nayau,38
981781178,2490944,4440929,Eastern|Lau|Lakeba,32
991891213,2490944,4440929,Eastern|Lau|Cicia,30
1024150921,2490944,4440929,Western|Ra|Bureivanua,
1022851020,2490944,4440929,Central|Naitasiri|Viria,
1018740982,2490944,4440929,Central|Naitasiri|Nagonenicolo,
1020740984,2490944,4440929,Central|Naitasiri|Navuakece,
1023190980,2490944,4440929,Central|Namosi|Veivatuloa,72
970440926,2490944,4440929,Western|Nadroga|Komave,
1087860921,2490944,4440929,Western|Ra|Burewai,
827430921,2490944,4440929,Western|Nadroga|Cuvu,58
1036540988,2490944,4440929,Western|Ba|Vitogo,
1047950979,2490944,4440929,Northern|Bua|Lekutu,
1034920988,2490944,4440929,Northern|Bua|Dama,
1037251025,2490944,4440929,Northern|Macuata|Labasa,54
1032431014,2490944,4440929,Northern|Macuata|Dreketi,
1064500972,2490944,4440929,Eastern|Lomaiviti|Moturiki,
1075080992,2490944,4440929,Central|Tailevu|Namalata,
1078660925,2490944,4440929,Central|Namosi|Namosi,
1125540961,2490944,4440929,Central|Naitasiri|Nagonenicolo,
1162891134,2490944,4440929,Western|Nadroga|Cuvu,58
1176091136,2490944,4440929,Western|Nadroga|Koroinasau,47
1156781268,2490944,4440929,Northern|Macuata|Macuata,
1158761219,2490944,4440929,Northern|Bua|Dama,
1172460988,2490944,4440929,Northern|Bua|Lekutu,
1169411069,2490944,4440929,Northern|Cakaudrove|Cakaudrove,
1162871217,2490944,4440929,Northern|Bua|Kubulau,
1172451163,2490944,4440929,Northern|Cakaudrove|Wailevu,21
1119391223,2490944,4440929,Northern|Bua|Lekutu,
1152971251,2490944,4440929,Northern|Cakaudrove|Wainikeli,22
1172460994,2490944,4440929,Northern|Macuata|Labasa,54
1184360980,2490944,4440929,Central|Serua|Serua,83
1185411112,2490944,4440929,Western|Ba|Savatu,
1183111168,2490944,4440929,Western|Ba|Vitogo,
1181271159,2490944,4440929,Western|Ba|Savatu,
1185351194,2490944,4440929,Western|Ba|Savatu,
1183560966,2490944,4440929,Western|Ra|Bureivanua,
1186550987,2490944,4440929,Central|Tailevu|Nasautoka,
55130959,5530933,9530926,Central|Naitasiri|Naitasiri,
243120933,5530933,9530926,Central|Naitasiri|Matailobau,68
251260935,5530933,9530926,Western|Nadroga|Komave,
245170944,5530933,9530926,Central|Naitasiri|Matailobau,68
263030957,5530933,9530926,Central|Naitasiri|Lutu,
237320920,5530933,9530926,Western|Navosa|Noikoro,47
263230921,5530933,9530926,Western|Navosa|Bemana,
319660960,5530933,9530926,Central|Rewa|Raviravi,
525271027,5530933,9530926,Central|Tailevu|Dawasamu,
583820963,5530933,9530926,Eastern|Kadavu|Nakasaleka,27
726100986,5530933,9530926,Central|Tailevu|Wailevu,21
775181013,5530933,9530926,Central|Tailevu|Nasautoka,
816890950,5530933,9530926,Western|Ba|Nalotawa,
901260921,5530933,9530926,Central|Serua|Nuku,84
1023880921,5530933,9530926,Central|Tailevu|Dawasamu,
1014690998,5530933,9530926,Central|Naitasiri|Navuakece,
1013620996,5530933,9530926,Western|Ra|Saivou,78
1068980968,5530933,9530926,Central|Namosi|Namosi,
1076670989,5530933,9530926,Western|Ra|Burewai,
1081311177,5530933,9530926,Northern|Cakaudrove|Tunuloa,19
1051181109,5530933,9530926,Northern|Macuata|Nadogo,
1051191011,5530933,9530926,Northern|Bua|Wainunu,14
1069271018,5530933,9530926,Northern|Bua|Lekutu,
1158930921,5530933,9530926,Northern|Cakaudrove|Saqani,18
1149380921,5530933,9530926,Northern|Cakaudrove|Saqani,18
1169720931,5530933,9530926,Northern|Cakaudrove|Navatu,
1167330996,5530933,9530926,Western|Ba|Savatu,
1181271164,5530933,9530926,Western|Ba|Savatu,
1200130979,5530933,9530926,Central|Tailevu|Nasautoka,
1157630980,5530933,9530926,Western|Ra|Bureivanua,
