flow_datapoint_id,flow_form_id,flow_question_id,flow_value,mis_value
263050920,1520924,1530921,Central|Tailevu|Nasautoka,
263130942,1520924,1530921,Western|Ra|Nakorotubu,75
247200972,1520924,1530921,Western|Ra|Burewai,
261670924,1520924,1530921,Central|Rewa|Suva,82
277940924,1520924,1530921,Central|Namosi|Namosi,
289950929,1520924,1530921,Central|Namosi|Namosi,
286180922,1520924,1530921,Northern|Cakaudrove|Vaturova,20
284150930,1520924,1530921,Northern|Bua|Lekutu,
311960956,1520924,1530921,Northern|Cakaudrove|Vaturova,20
280250953,1520924,1530921,Northern|Cakaudrove|Koroalau,47
311960960,1520924,1530921,Northern|Bua|Bua,
311960963,1520924,1530921,Northern|Cakaudrove|Vaturova,20
300000947,1520924,1530921,Northern|Cakaudrove|Natewa,
309960962,1520924,1530921,Northern|Macuata|Namuka,
302050974,1520924,1530921,Northern|Macuata|Macuata,
303950991,1520924,1530921,Northern|Macuata|Macuata,
284150957,1520924,1530921,Northern|Cakaudrove|Savusavu,16
298090924,1520924,1530921,Central|Tailevu|Nasautoka,
282270929,1520924,1530921,Western|Ra|Saivou,78
312000949,1520924,1530921,Western|Ra|Rakiraki,77
314661022,1520924,1530921,Western|Ra|Burewai,
297410920,1520924,1530921,Central|Naitasiri|Muaira,
291090922,1520924,1530921,Central|Naitasiri|Naboubuco,
297410936,1520924,1530921,Central|Naitasiri|Naboubuco,
280030922,1520924,1530921,Central|Rewa|Suva,82
303950931,1520924,1530921,Northern|Cakaudrove|Vaturova,20
294180927,1520924,1530921,Northern|Bua|Nadi,5
280270927,1520924,1530921,Northern|Cakaudrove|Koroalau,47
309970933,1520924,1530921,Northern|Bua|Bua,
302050938,1520924,1530921,Northern|Bua|Wainunu,14
278200962,1520924,1530921,Northern|Bua|Wainunu,14
280280934,1520924,1530921,Northern|Cakaudrove|Vaturova,20
290230941,1520924,1530921,Northern|Cakaudrove|Vaturova,20
309960957,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
300000952,1520924,1530921,Northern|Macuata|Namuka,
311970949,1520924,1530921,Northern|Macuata|Namuka,
280271041,1520924,1530921,Northern|Cakaudrove|Savusavu,16
302070923,1520924,1530921,Western|Nadroga|Nokonoko,40
288270925,1520924,1530921,Central|Tailevu|Nausori,
312010929,1520924,1530921,Western|Navosa|Bemana,
312000955,1520924,1530921,Central|Tailevu|Nasautoka,
292120996,1520924,1530921,Central|Rewa|Suva,82
310971025,1520924,1530921,Central|Tailevu|Dawasamu,
302970986,1520924,1530921,Central|Naitasiri|Nadaravakawalu,
314680996,1520924,1530921,Central|Naitasiri|Naitasiri,
312861012,1520924,1530921,Central|Naitasiri|Lutu,
285090994,1520924,1530921,Western|Ra|Bureivanua,
314701031,1520924,1530921,Central|Naitasiri|Nagonenicolo,
314711078,1520924,1530921,Central|Naitasiri|Naitasiri,
298931119,1520924,1530921,Central|Tailevu|Nasautoka,
299200944,1520924,1530921,Central|Rewa|Suva,82
301110926,1520924,1530921,Central|Naitasiri|Naboubuco,
289451038,1520924,1530921,Central|Naitasiri|Viria,
318460947,1520924,1530921,Central|Rewa|Suva,82
280271025,1520924,1530921,Northern|Cakaudrove|Savusavu,16
298090920,1520924,1530921,Western|Navosa|Navatusila,
304040932,1520924,1530921,Western|Ba|Qaliyalatina,
300050948,1520924,1530921,Western|Ba|Magodro,4
288601001,1520924,1530921,Central|Rewa|Suva,82
300831001,1520924,1530921,Central|Tailevu|Dawasamu,
297060992,1520924,1530921,Central|Naitasiri|Rara,
287161025,1520924,1530921,Central|Naitasiri|Nagonenicolo,
311250923,1520924,1530921,Central|Naitasiri|Naboubuco,
295480920,1520924,1530921,Central|Naitasiri|Nagonenicolo,
301640921,1520924,1530921,Central|Naitasiri|Nagonenicolo,
326841011,1520924,1530921,Western|Nadroga|Komave,
336621084,1520924,1530921,Western|Nadroga|Korolevuiwai,47
338411007,1520924,1530921,Western|Nadroga|Komave,
357810920,1520924,1530921,Western|Nadroga|Komave,
323500958,1520924,1530921,Central|Serua|Serua,83
323500959,1520924,1530921,Western|Nadroga|Komave,
327591118,1520924,1530921,Western|Nadroga|Korolevuiwai,47
337530960,1520924,1530921,Central|Serua|Serua,83
329510925,1520924,1530921,Western|Nadroga|Komave,
329670924,1520924,1530921,Central|Tailevu|Vugalei,
335480928,1520924,1530921,Central|Tailevu|Dawasamu,
343560941,1520924,1530921,Central|Tailevu|Dawasamu,
329690927,1520924,1530921,Central|Tailevu|Namena,
358350920,1520924,1530921,Central|Rewa|Suva,82
370020922,1520924,1530921,Central|Naitasiri|Nagonenicolo,
366040921,1520924,1530921,Central|Naitasiri|Naboubuco,
339750925,1520924,1530921,Central|Naitasiri|Naboubuco,
360330950,1520924,1530921,Central|Naitasiri|Viria,
352650963,1520924,1530921,Central|Naitasiri|Rara,
356520920,1520924,1530921,Central|Naitasiri|Nagonenicolo,
375830920,1520924,1530921,Central|Naitasiri|Nadaravakawalu,
347050924,1520924,1530921,Central|Naitasiri|Naboubuco,
375940951,1520924,1530921,Central|Naitasiri|Viria,
370080965,1520924,1530921,Central|Naitasiri|Waima,69
380170961,1520924,1530921,Central|Serua|Nuku,84
384420949,1520924,1530921,Central|Naitasiri|Nawaidi,
371560963,1520924,1530921,Eastern|Lomaiviti|Lovoni,
371600987,1520924,1530921,Eastern|Lomaiviti|Levuka,
399970974,1520924,1530921,Central|Serua|Serua,83
351270956,1520924,1530921,Central|Serua|Serua,83
402520957,1520924,1530921,Northern|Cakaudrove|Navatu,
423870952,1520924,1530921,Northern|Cakaudrove|Savusavu,16
418120963,1520924,1530921,Northern|Cakaudrove|Koroalau,47
387210953,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
349730971,1520924,1530921,Northern|Cakaudrove|Vaturova,20
387190964,1520924,1530921,Northern|Bua|Dama,
421930964,1520924,1530921,Northern|Bua|Bua,
398770954,1520924,1530921,Northern|Macuata|Dreketi,
403010964,1520924,1530921,Central|Rewa|Suva,82
403490967,1520924,1530921,Central|Tailevu|Nasautoka,
405050973,1520924,1530921,Central|Naitasiri|Viria,
405250970,1520924,1530921,Central|Naitasiri|Viria,
403711030,1520924,1530921,Northern|Macuata|Macuata,
411460974,1520924,1530921,Northern|Cakaudrove|Vaturova,20
405450972,1520924,1530921,Northern|Cakaudrove|Vaturova,20
436390942,1520924,1530921,Northern|Bua|Lekutu,
432671012,1520924,1530921,Northern|Bua|Nadi,5
434580925,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
432680934,1520924,1530921,Northern|Bua|Wainunu,14
420130954,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
423850959,1520924,1530921,Northern|Cakaudrove|Vaturova,20
418120967,1520924,1530921,Northern|Cakaudrove|Natewa,
410690954,1520924,1530921,Central|Rewa|Suva,82
425390974,1520924,1530921,Central|Naitasiri|Nagonenicolo,
418960920,1520924,1530921,Central|Naitasiri|Viria,
405050960,1520924,1530921,Central|Tailevu|Nasautoka,
433990956,1520924,1530921,Central|Naitasiri|Naitasiri,
430140954,1520924,1530921,Central|Tailevu|Namalata,
406660976,1520924,1530921,Central|Naitasiri|Rara,
433970960,1520924,1530921,Central|Naitasiri|Viria,
413200981,1520924,1530921,Western|Ra|Burewai,
432421064,1520924,1530921,Central|Tailevu|Dawasamu,
430600983,1520924,1530921,Northern|Macuata|Namuka,
438240976,1520924,1530921,Northern|Cakaudrove|Savusavu,16
430610992,1520924,1530921,Northern|Macuata|Namuka,
428240993,1520924,1530921,Northern|Cakaudrove|Koroalau,47
432671017,1520924,1530921,Northern|Cakaudrove|Wailevu,21
403741002,1520924,1530921,Northern|Bua|Wainunu,14
406850982,1520924,1530921,Northern|Macuata|Namuka,
439220951,1520924,1530921,Central|Rewa|Suva,82
509810983,1520924,1530921,Central|Naitasiri|Viria,
507880985,1520924,1530921,Central|Naitasiri|Nagonenicolo,
495121017,1520924,1530921,Western|Ra|Nailuva,
504871001,1520924,1530921,Western|Navosa|Bemana,
513841004,1520924,1530921,Western|Ba|Savatu,
500810998,1520924,1530921,Western|Ba|Vaturu,
495111016,1520924,1530921,Western|Nadroga|Malomalo,60
519930975,1520924,1530921,Central|Naitasiri|Nawaidi,
527211011,1520924,1530921,Central|Tailevu|Nayavu,
467010962,1520924,1530921,Central|Naitasiri|Viria,
507880987,1520924,1530921,Central|Naitasiri|Nagonenicolo,
487440999,1520924,1530921,Western|Ra|Saivou,78
491520999,1520924,1530921,Western|Navosa|Noikoro,47
491521002,1520924,1530921,Western|Ra|Saivou,78
511910968,1520924,1530921,Western|Navosa|Navatusila,
504861005,1520924,1530921,Western|Ba|Qaliyalatina,
500791005,1520924,1530921,Western|Ba|Tavua,8
513831013,1520924,1530921,Western|Ba|Magodro,4
511901016,1520924,1530921,Western|Ra|Nalaba,
467121035,1520924,1530921,Western|Ra|Tokaimalo,
504861011,1520924,1530921,Western|Ra|Naiyalayala,
474720995,1520924,1530921,Western|Ba|Qaliyalatina,
516710974,1520924,1530921,Central|Naitasiri|Viria,
510860977,1520924,1530921,Central|Naitasiri|Viria,
507500979,1520924,1530921,Central|Rewa|Suva,82
520060979,1520924,1530921,Central|Serua|Serua,83
507580975,1520924,1530921,Central|Serua|Serua,83
516950967,1520924,1530921,Central|Serua|Serua,83
525261014,1520924,1530921,Central|Tailevu|Nasautoka,
545911024,1520924,1530921,Central|Tailevu|Nasautoka,
538911143,1520924,1530921,Eastern|Lomaiviti|Lovoni,
537081142,1520924,1530921,Eastern|Lomaiviti|Levuka,
595801026,1520924,1530921,Central|Tailevu|Dawasamu,
564080944,1520924,1530921,Central|Tailevu|Naloto,
580261249,1520924,1530921,Central|Tailevu|Nayavu,
576051173,1520924,1530921,Central|Naitasiri|Nagonenicolo,
592581036,1520924,1530921,Western|Navosa|Noikoro,47
571331005,1520924,1530921,Central|Naitasiri|Muaira,
604260978,1520924,1530921,Western|Nadroga|Koroinasau,47
595831010,1520924,1530921,Central|Tailevu|Dawasamu,
599860989,1520924,1530921,Eastern|Kadavu|Nakasaleka,27
593842034,1520924,1530921,Central|Tailevu|Namalata,
600010998,1520924,1530921,Central|Namosi|Namosi,
565941024,1520924,1530921,Central|Namosi|Wainikoroiluva,73
564640967,1520924,1530921,Central|Tailevu|Taivugalei,
570831125,1520924,1530921,Central|Naitasiri|Matailobau,68
588391195,1520924,1530921,Central|Naitasiri|Nagonenicolo,
596921078,1520924,1530921,Western|Navosa|Navatusila,
596921079,1520924,1530921,Central|Naitasiri|Naboubuco,
598200969,1520924,1530921,Central|Naitasiri|Naboubuco,
586341183,1520924,1530921,Central|Naitasiri|Naboubuco,
603860954,1520924,1530921,Central|Naitasiri|Muaira,
592930941,1520924,1530921,Central|Naitasiri|Nagonenicolo,
569061202,1520924,1530921,Central|Naitasiri|Nagonenicolo,
565391004,1520924,1530921,Central|Naitasiri|Nawaidi,
592950970,1520924,1530921,Central|Naitasiri|Viria,
581050959,1520924,1530921,Western|Nadroga|Korolevuiwai,47
586741436,1520924,1530921,Western|Nadroga|Korolevuiwai,47
604241348,1520924,1530921,Western|Nadroga|Malomalo,60
591591499,1520924,1530921,Western|Nadroga|Korolevuiwai,47
604301376,1520924,1530921,Western|Nadroga|Komave,
565641253,1520924,1530921,Central|Naitasiri|Lutu,
598600923,1520924,1530921,Central|Naitasiri|Rara,
605811190,1520924,1530921,Western|Ra|Nakorotubu,75
593451006,1520924,1530921,Western|Nadroga|Nokonoko,40
602490971,1520924,1530921,Western|Nadroga|Tuva,
569751107,1520924,1530921,Western|Ra|Saivou,78
606281264,1520924,1530921,Western|Ra|Tokaimalo,
626950928,1520924,1530921,Northern|Cakaudrove|Vaturova,20
567820943,1520924,1530921,Eastern|Kadavu|Nakasaleka,27
579801022,1520924,1530921,Central|Tailevu|Dawasamu,
583950941,1520924,1530921,Eastern|Kadavu|Nakasaleka,27
581870938,1520924,1530921,Central|Tailevu|Naloto,
596131043,1520924,1530921,Central|Namosi|Veivatuloa,72
601950983,1520924,1530921,Central|Namosi|Namosi,
568491030,1520924,1530921,Central|Tailevu|Vugalei,
570610973,1520924,1530921,Central|Rewa|Suva,82
580400938,1520924,1530921,Central|Naitasiri|Rara,
582120937,1520924,1530921,Central|Naitasiri|Waima,69
574271149,1520924,1530921,Central|Naitasiri|Matailobau,68
574401001,1520924,1530921,Central|Naitasiri|Naboubuco,
580830960,1520924,1530921,Central|Naitasiri|Nadaravakawalu,
569061251,1520924,1530921,Central|Naitasiri|Viria,
586731383,1520924,1530921,Western|Nadroga|Korolevuiwai,47
597470921,1520924,1530921,Central|Naitasiri|Nawaidi,
589271077,1520924,1530921,Western|Ra|Burewai,
609910978,1520924,1530921,Western|Nadroga|Komave,
602551103,1520924,1530921,Western|Ra|Naiyalayala,
612030931,1520924,1530921,Western|Ra|Nailuva,
615880995,1520924,1530921,Western|Ra|Tokaimalo,
589601503,1520924,1530921,Western|Navosa|Naqalimare,
610291274,1520924,1530921,Western|Navosa|Bemana,
575750972,1520924,1530921,Western|Ra|Nalaba,
613150956,1520924,1530921,Northern|Bua|Wainunu,14
625110940,1520924,1530921,Northern|Bua|Wainunu,14
625110941,1520924,1530921,Northern|Bua|Dama,
611370924,1520924,1530921,Northern|Bua|Nadi,5
634550942,1520924,1530921,Northern|Cakaudrove|Wailevu,21
636470922,1520924,1530921,Northern|Cakaudrove|Vaturova,20
625120921,1520924,1530921,Western|Ra|Bureivanua,
622550976,1520924,1530921,Western|Ba|Tavua,8
625100979,1520924,1530921,Northern|Bua|Lekutu,
632341021,1520924,1530921,Northern|Cakaudrove|Savusavu,16
615641221,1520924,1530921,Northern|Cakaudrove|Vaturova,20
619790927,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
603300926,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
578940985,1520924,1530921,Northern|Cakaudrove|Navatu,
583680935,1520924,1530921,Northern|Cakaudrove|Vaturova,20
629141012,1520924,1530921,Northern|Cakaudrove|Vaturova,20
656061054,1520924,1530921,Central|Rewa|Suva,82
603680930,1520924,1530921,Northern|Cakaudrove|Natewa,
690530980,1520924,1530921,Northern|Cakaudrove|Navatu,
673020996,1520924,1530921,Northern|Bua|Wainunu,14
684201000,1520924,1530921,Northern|Bua|Dama,
662961002,1520924,1530921,Northern|Cakaudrove|Vaturova,20
688331039,1520924,1530921,Northern|Bua|Nadi,5
690620970,1520924,1530921,Northern|Bua|Dama,
690521156,1520924,1530921,Northern|Cakaudrove|Vaturova,20
671300966,1520924,1530921,Northern|Cakaudrove|Vaturova,20
690650931,1520924,1530921,Northern|Cakaudrove|Vaturova,20
654801002,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
657320981,1520924,1530921,Northern|Bua|Lekutu,
702750933,1520924,1530921,Central|Naitasiri|Muaira,
663551001,1520924,1530921,Central|Naitasiri|Naboubuco,
698930979,1520924,1530921,Central|Naitasiri|Naboubuco,
705980997,1520924,1530921,Central|Naitasiri|Nagonenicolo,
663551003,1520924,1530921,Central|Naitasiri|Viria,
707861006,1520924,1530921,Western|Nadroga|Komave,
687760973,1520924,1530921,Western|Ba|Vaturu,
668270980,1520924,1530921,Central|Naitasiri|Nagonenicolo,
662510971,1520924,1530921,Central|Naitasiri|Matailobau,68
649520990,1520924,1530921,Central|Naitasiri|Nagonenicolo,
660861034,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
664730967,1520924,1530921,Northern|Bua|Wainunu,14
671151020,1520924,1530921,Northern|Bua|Wainunu,14
693920998,1520924,1530921,Northern|Cakaudrove|Natewa,
669331062,1520924,1530921,Northern|Cakaudrove|Vaturova,20
673030992,1520924,1530921,Northern|Cakaudrove|Savusavu,16
654771042,1520924,1530921,Northern|Cakaudrove|Wailevu,21
671210965,1520924,1530921,Northern|Macuata|Namuka,
673001011,1520924,1530921,Northern|Macuata|Namuka,
657231060,1520924,1530921,Northern|Bua|Nadi,5
654771046,1520924,1530921,Northern|Cakaudrove|Savusavu,16
654810962,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
688321013,1520924,1530921,Northern|Cakaudrove|Vaturova,20
657300974,1520924,1530921,Northern|Macuata|Namuka,
698940921,1520924,1530921,Central|Serua|Serua,83
702750922,1520924,1530921,Central|Namosi|Veinuqa,
682710973,1520924,1530921,Central|Naitasiri|Nagonenicolo,
706020923,1520924,1530921,Central|Namosi|Namosi,
694730987,1520924,1530921,Central|Naitasiri|Viria,
665490982,1520924,1530921,Central|Naitasiri|Muaira,
689590942,1520924,1530921,Central|Namosi|Namosi,
679020933,1520924,1530921,Central|Naitasiri|Waima,69
694750972,1520924,1530921,Central|Naitasiri|Viria,
663560956,1520924,1530921,Central|Namosi|Wainikoroiluva,73
740300964,1520924,1530921,Central|Rewa|Suva,82
744300989,1520924,1530921,Western|Navosa|Conua,
753880923,1520924,1530921,Central|Tailevu|Dawasamu,
666241008,1520924,1530921,Northern|Bua|Navalasiga,
664770922,1520924,1530921,Northern|Cakaudrove|Savusavu,16
704090931,1520924,1530921,Central|Serua|Serua,83
705980978,1520924,1530921,Central|Serua|Serua,83
663560925,1520924,1530921,Central|Serua|Serua,83
663550996,1520924,1530921,Central|Naitasiri|Matailobau,68
702750937,1520924,1530921,Central|Naitasiri|Rara,
689590945,1520924,1530921,Central|Naitasiri|Nadaravakawalu,
686580967,1520924,1530921,Central|Naitasiri|Viria,
700871007,1520924,1530921,Western|Nadroga|Korolevuiwai,47
703351002,1520924,1530921,Western|Nadroga|Komave,
711800994,1520924,1530921,Western|Ra|Bureivanua,
701030973,1520924,1530921,Western|Ra|Bureivanua,
703540921,1520924,1530921,Central|Tailevu|Nasautoka,
701080921,1520924,1530921,Central|Tailevu|Wailevu,21
717490922,1520924,1530921,Central|Tailevu|Vugalei,
717510923,1520924,1530921,Central|Tailevu|Vugalei,
732061016,1520924,1530921,Central|Naitasiri|Lutu,
738140921,1520924,1530921,Central|Naitasiri|Nawaidi,
738081043,1520924,1530921,Central|Naitasiri|Nawaidi,
738430992,1520924,1530921,Central|Naitasiri|Naitasiri,
722570977,1520924,1530921,Central|Rewa|Suva,82
725450979,1520924,1530921,Western|Nadroga|Komave,
739170989,1520924,1530921,Western|Nadroga|Korolevuiwai,47
741020981,1520924,1530921,Western|Nadroga|Korolevuiwai,47
759950967,1520924,1530921,Central|Tailevu|Namena,
759980972,1520924,1530921,Central|Tailevu|Dawasamu,
745020921,1520924,1530921,Central|Tailevu|Dawasamu,
743280980,1520924,1530921,Western|Ra|Nakorotubu,75
820130984,1520924,1530921,Western|Nadroga|Korolevuiwai,47
750180978,1520924,1530921,Western|Ra|Burewai,
787451002,1520924,1530921,Central|Naitasiri|Rara,
789680968,1520924,1530921,Central|Naitasiri|Rara,
787600921,1520924,1530921,Central|Naitasiri|Lutu,
785421008,1520924,1530921,Central|Naitasiri|Waima,69
799160929,1520924,1530921,Central|Tailevu|Dawasamu,
792301021,1520924,1530921,Central|Tailevu|Dravo,
799170926,1520924,1530921,Central|Namosi|Veivatuloa,72
806030992,1520924,1530921,Central|Tailevu|Dawasamu,
800070942,1520924,1530921,Western|Ra|Burewai,
804450997,1520924,1530921,Central|Serua|Serua,83
789730951,1520924,1530921,Central|Serua|Serua,83
785470971,1520924,1530921,Central|Serua|Serua,83
794820977,1520924,1530921,Central|Naitasiri|Viria,
781460963,1520924,1530921,Central|Naitasiri|Viria,
794970951,1520924,1530921,Western|Nadroga|Korolevuiwai,47
816700972,1520924,1530921,Western|Nadroga|Korolevuiwai,47
811140987,1520924,1530921,Western|Nadroga|Komave,
803200971,1520924,1530921,Western|Nadroga|Komave,
816840967,1520924,1530921,Western|Nadroga|Tuva,
803260940,1520924,1530921,Western|Nadroga|Tuva,
820600990,1520924,1530921,Northern|Cakaudrove|Natewa,
834300973,1520924,1530921,Northern|Cakaudrove|Tunuloa,19
838020964,1520924,1530921,Northern|Cakaudrove|Wailevu,21
822750978,1520924,1530921,Northern|Cakaudrove|Cakaudrove,
838010964,1520924,1530921,Northern|Cakaudrove|Savusavu,16
820601024,1520924,1530921,Northern|Cakaudrove|Vaturova,20
819070991,1520924,1530921,Northern|Bua|Dama,
821490968,1520924,1530921,Central|Naitasiri|Matailobau,68
839650922,1520924,1530921,Central|Naitasiri|Lutu,
816840969,1520924,1530921,Western|Ba|Tavua,8
822720983,1520924,1530921,Northern|Bua|Wainunu,14
795310969,1520924,1530921,Northern|Cakaudrove|Navatu,
819070987,1520924,1530921,Northern|Cakaudrove|Vaturova,20
838030977,1520924,1530921,Northern|Cakaudrove|Vaturova,20
791431017,1520924,1530921,Northern|Cakaudrove|Vaturova,20
834300988,1520924,1530921,Northern|Bua|Lekutu,
821500970,1520924,1530921,Central|Naitasiri|Nagonenicolo,
852200978,1520924,1530921,Central|Naitasiri|Viria,
855860921,1520924,1530921,Central|Naitasiri|Nagonenicolo,
846150972,1520924,1530921,Central|Rewa|Suva,82
847350921,1520924,1530921,Central|Namosi|Namosi,
913720921,1520924,1530921,Central|Tailevu|Namalata,
918010923,1520924,1530921,Central|Tailevu|Vugalei,
918710986,1520924,1530921,Central|Naitasiri|Muaira,
918700980,1520924,1530921,Central|Namosi|Namosi,
916970982,1520924,1530921,Central|Tailevu|Verata,89
956841015,1520924,1530921,Eastern|Kadavu|Tuavuki,
987940999,1520924,1530921,Central|Tailevu|Verata,89
991160921,1520924,1530921,Central|Tailevu|Namena,
983690985,1520924,1530921,Central|Tailevu|Dawasamu,
996500987,1520924,1530921,Western|Ra|Bureivanua,
975480992,1520924,1530921,Central|Tailevu|Namalata,
992970977,1520924,1530921,Central|Tailevu|Wailevu,21
997900988,1520924,1530921,Central|Tailevu|Dawasamu,
984880954,1520924,1530921,Central|Tailevu|Dawasamu,
1020680994,1520924,1530921,Central|Tailevu|Nasautoka,
1003560994,1520924,1530921,Central|Tailevu|Naloto,
1013050984,1520924,1530921,Western|Nadroga|Nokonoko,40
1062910924,1520924,1530921,Western|Ra|Burewai,
980970991,1520924,1530921,Central|Tailevu|Wailevu,21
994880979,1520924,1530921,Western|Ra|Bureivanua,
983710964,1520924,1530921,Central|Tailevu|Nasautoka,
978920921,1520924,1530921,Central|Tailevu|Namalata,
991280921,1520924,1530921,Western|Ra|Burewai,
1000530987,1520924,1530921,Western|Ra|Burewai,
1000811012,1520924,1530921,Central|Tailevu|Wailevu,21
1012540926,1520924,1530921,Central|Naitasiri|Viria,
1022970924,1520924,1530921,Central|Naitasiri|Nagonenicolo,
979550984,1520924,1530921,Central|Naitasiri|Nagonenicolo,
1012640956,1520924,1530921,Central|Naitasiri|Viria,
949330974,1520924,1530921,Western|Nadroga|Komave,
1041850985,1520924,1530921,Western|Nadroga|Korolevuiwai,47
1026900971,1520924,1530921,Western|Nadroga|Korolevuiwai,47
827500998,1520924,1530921,Western|Nadroga|Korolevuiwai,47
1026921021,1520924,1530921,Western|Nadroga|Tuva,
1031360982,1520924,1530921,Western|Nadroga|Tuva,
1047951022,1520924,1530921,Northern|Bua|Dama,
1011740995,1520924,1530921,Northern|Cakaudrove|Savusavu,16
1044291023,1520924,1530921,Northern|Cakaudrove|Navatu,
1047951026,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1044310986,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1027280954,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1037300960,1520924,1530921,Northern|Macuata|Namuka,
1038971000,1520924,1530921,Northern|Bua|Dama,
1044251028,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1069271002,1520924,1530921,Northern|Bua|Navalasiga,
1076951006,1520924,1530921,Northern|Cakaudrove|Natewa,
1081311199,1520924,1530921,Central|Tailevu|Nuku,84
1095810926,1520924,1530921,Central|Tailevu|Namalata,
827501000,1520924,1530921,Western|Navosa|Mavua,
999751028,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1047961014,1520924,1530921,Northern|Cakaudrove|Vaturova,20
1027261017,1520924,1530921,Northern|Macuata|Namuka,
1011731015,1520924,1530921,Northern|Macuata|Namuka,
1038960993,1520924,1530921,Northern|Macuata|Dogotuki,
1034931018,1520924,1530921,Northern|Macuata|Dreketi,
1075010964,1520924,1530921,Eastern|Lomaiviti|Lovoni,
1078520974,1520924,1530921,Eastern|Lomaiviti|Levuka,
1068980970,1520924,1530921,Central|Tailevu|Dawasamu,
1058820992,1520924,1530921,Central|Tailevu|Dawasamu,
1071120987,1520924,1530921,Central|Tailevu|Dawasamu,
